# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.4 (Aug 2023); http://hmmer.org/
# Copyright (C) 2023 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  PF00847.AP2.hmm
# target sequence database:        NIPGR-Plants/Nelumbo_nucifera/protein.faa
# per-dom hits tabular output:     NIPGR_WORK/Nelumbo_nucifera/Nelumbo_nucifera_AP2.domtblout
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       AP2  [M=54]
Accession:   PF00847.25
Description: AP2 domain
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence       Description
             AP2  2 kirGVrydkkwgrWvAe...wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    +++GVr +k wg+WvAe   ++      + r++lg y+t  +Aara+++a ++l+g
  XP_010273874.1 28 GYKGVRMRK-WGKWVAEvrlPK-----SRDRIWLGSYDTpDKAARAYDAAVFCLRG 77
                    79*******.*******88774.....369************************98 PP

>> XP_010274788.1  PREDICTED: ethylene-responsive transcription factor ERF098-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   52.2   2.0   4.3e-16   1.1e-13       2      54 .]       8      59 ..       7      59 .. 0.89

  Alignments for each domain:
  == domain 1  score: 52.2 bits;  conditional E-value: 4.3e-16
             AP2  2 kirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlklegs 54
                    ++rGVr+++ wg+++Ae ++ +  r  +r +lg++   e+Aara+++a+++l+g+
  XP_010274788.1  8 RYRGVRRRP-WGKYAAEIRDpS--RPGARLWLGTFENaEDAARAYDRAAFALRGH 59
                    7********.*******66532..344**************************96 PP

>> XP_010260885.1  PREDICTED: ethylene-responsive transcription factor ABI4 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   52.2   5.1   4.3e-16   1.2e-13       2      53 ..      59     108 ..      58     109 .. 0.92

  Alignments for each domain:
  == domain 1  score: 52.2 bits;  conditional E-value: 4.3e-16
             AP2   2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     ++rGVr++  wg+WvAe +e   rk++r +lg++ t e+Aara+++a+l l+g
  XP_010260885.1  59 RYRGVRQRS-WGKWVAEIRE--PRKRTRKWLGTFATaEDAARAYDRAALVLYG 108
                     79*******.*******876..3579**********************99887 PP

>> XP_010274030.1  PREDICTED: ethylene-responsive transcription factor ERF062-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   51.8   2.5   5.8e-16   1.6e-13       2      53 ..     256     305 ..     255     306 .. 0.91

  Alignments for each domain:
  == domain 1  score: 51.8 bits;  conditional E-value: 5.8e-16
             AP2   2 kirGVrydkkwgrWvAe...wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGVr++  wg+WvAe   +  ++   ++r++lg+++t eeAa a++ a++kl+g
  XP_010274030.1 256 LYRGVRQRH-WGKWVAEirlP--RN---RTRVWLGTFDTaEEAAFAYDTAAYKLRG 305
                     59*******.*******6555..45...8*************************98 PP

>> XP_010242642.1  PREDICTED: dehydration-responsive element-binding protein 1F-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   52.4   0.1   3.8e-16     1e-13       2      53 ..      56     105 ..      55     106 .. 0.93

  Alignments for each domain:
  == domain 1  score: 52.4 bits;  conditional E-value: 3.8e-16
             AP2   2 kirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGVr +   g+Wv+  +e n+   k+r++lg++ t e+Aara++ a+l+l+g
  XP_010242642.1  56 IYRGVRERN-GGKWVCKVREpNK---KSRIWLGTFPTpEMAARAYDVAALALRG 105
                     69*******.*******999665...9*************************98 PP

>> XP_010262304.1  PREDICTED: ethylene-responsive transcription factor ERF098-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   51.7   1.4   6.1e-16   1.6e-13       2      54 .]      10      61 ..       9      61 .. 0.88

  Alignments for each domain:
  == domain 1  score: 51.7 bits;  conditional E-value: 6.1e-16
             AP2  2 kirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlklegs 54
                    ++rGVr+++ wg+++Ae ++ +  r  +r +lg++   e+Aara+++a+++l g+
  XP_010262304.1 10 RYRGVRRRP-WGKFAAEIRDpS--RPGARLWLGTFENaEDAARAYDRAAFALKGH 61
                    7********.*******66532..344************************9986 PP

>> XP_019052225.1  PREDICTED: LOW QUALITY PROTEIN: ethylene-responsive transcription factor ERF024 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   50.9   0.1   1.1e-15     3e-13       2      54 .]      22      72 ..      21      72 .. 0.92

  Alignments for each domain:
  == domain 1  score: 50.9 bits;  conditional E-value: 1.1e-15
             AP2  2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlklegs 54
                    ++rGVr ++ +g+Wv+e +e   +k++r++lg++ t e+Aa a++ a+l+l g+
  XP_019052225.1 22 GYRGVRVRR-SGKWVSEIREP--KKSSRIWLGTFPTpEMAATAYDVAALALKGH 72
                    79*******.9******8773..479************************9986 PP

>> XP_010263592.1  PREDICTED: ethylene-responsive transcription factor ERF119-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   50.5   4.1   1.5e-15   4.1e-13       1      51 [.     124     172 ..     124     173 .. 0.92

  Alignments for each domain:
  == domain 1  score: 50.5 bits;  conditional E-value: 1.5e-15
             AP2   1 pkirGVrydkkwgrWvAewse..ngkrkkkrfslgkygt.eeAaraAiearlkl 51 
                     +k+rGVr+++ wg+W+Ae ++  +g     r++lg+ygt eeAa+a+++a +kl
  XP_010263592.1 124 SKYRGVRQRR-WGKWAAEIRDpiRG----VRVWLGTYGTaEEAAEAYEAASRKL 172
                     69********.*******9887777....********************98876 PP

>> XP_010245316.1  PREDICTED: ethylene-responsive transcription factor ERF054 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   50.6   1.0   1.4e-15   3.7e-13       2      53 ..     207     256 ..     206     257 .. 0.91

  Alignments for each domain:
  == domain 1  score: 50.6 bits;  conditional E-value: 1.4e-15
             AP2   2 kirGVrydkkwgrWvAe...wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGVr++  wg+WvAe   +  ++   ++r +lg+++t e+Aa+a+++ ++kl+g
  XP_010245316.1 207 LYRGVRQRH-WGKWVAEirlP--RN---RTRLWLGTFDTaEDAALAYDREAFKLRG 256
                     59*******.*******6555..45...8*************************98 PP

>> XP_010242644.1  PREDICTED: ethylene-responsive transcription factor ERF024-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   49.3   0.0   3.6e-15   9.7e-13       1      53 [.      35      85 ..      35      86 .. 0.90

  Alignments for each domain:
  == domain 1  score: 49.3 bits;  conditional E-value: 3.6e-15
             AP2  1 pkirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    p++rGVr++   g+Wv+e +e +  k  r++lg+y t e+Aa a++ a+l+l g
  XP_010242644.1 35 PVYRGVRRRS-GGKWVSEIREPK--KPNRIWLGTYPTpEMAAVAYDVAALALKG 85
                    79********.*******86632..459***********************987 PP

>> XP_010242006.1  PREDICTED: ethylene-responsive transcription factor ERF053-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   49.2   1.1   3.8e-15     1e-12       2      53 ..     204     253 ..     203     254 .. 0.90

  Alignments for each domain:
  == domain 1  score: 49.2 bits;  conditional E-value: 3.8e-15
             AP2   2 kirGVrydkkwgrWvAe...wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGVr++  wg+WvAe   +  ++   ++r +lg+++t e+Aa+a+++ ++kl+g
  XP_010242006.1 204 LYRGVRQRH-WGKWVAEirlP--RN---RTRLWLGTFDTaEDAALAYDREAYKLRG 253
                     59*******.*******6555..45...8********************9999997 PP

>> XP_010273875.1  PREDICTED: ethylene-responsive transcription factor ERF017-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   49.1   0.9   4.1e-15   1.1e-12       2      53 ..      16      65 ..      15      66 .. 0.91

  Alignments for each domain:
  == domain 1  score: 49.1 bits;  conditional E-value: 4.1e-15
             AP2  2 kirGVrydkkwgrWvAe...wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53
                     ++GVr +k wg+Wv+e   +  n    + r++lg y+t e+Aara ++a ++l+g
  XP_010273875.1 16 LYKGVRKRK-WGKWVSEirlP--NS---RERIWLGSYDTaEKAARAFDAALFCLRG 65
                    69*******.*******6555..65...8*************************98 PP

>> XP_010241855.1  PREDICTED: ethylene-responsive transcription factor LEP-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   48.8   0.3   5.2e-15   1.4e-12       4      53 ..      52      99 ..      49     100 .. 0.90

  Alignments for each domain:
  == domain 1  score: 48.8 bits;  conditional E-value: 5.2e-15
             AP2  4 rGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53
                     GVr+++ wgr++Ae ++ +   +k r +lg+++t +eAa+a+++a+l++ g
  XP_010241855.1 52 LGVRRRP-WGRYAAEIRDpT---TKERHWLGTFDTaHEAALAYDRAALSMKG 99
                    5******.*******77754...38************************987 PP

>> XP_010261769.1  PREDICTED: ethylene-responsive transcription factor ERF017-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   48.9   1.8   4.6e-15   1.2e-12       2      53 ..      17      66 ..      16      67 .. 0.91

  Alignments for each domain:
  == domain 1  score: 48.9 bits;  conditional E-value: 4.6e-15
             AP2  2 kirGVrydkkwgrWvAe...wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53
                     ++GVr +k wg+Wv+e   +  n    + r++lg y+t e+Aara ++a ++l+g
  XP_010261769.1 17 QYKGVRKRK-WGKWVSEirlP--NS---RERIWLGSYDTaEKAARAFDAALFCLRG 66
                    79*******.*******6555..65...8*************************98 PP

>> XP_010241385.1  PREDICTED: ethylene-responsive transcription factor ERF062-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   48.7   2.3   5.4e-15   1.4e-12       2      53 ..     253     302 ..     252     303 .. 0.91

  Alignments for each domain:
  == domain 1  score: 48.7 bits;  conditional E-value: 5.4e-15
             AP2   2 kirGVrydkkwgrWvAe...wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGVr++  wg+WvAe   +  ++   ++r++lg+++t e+Aa a++ a+++l+g
  XP_010241385.1 253 LYRGVRQRH-WGKWVAEirlP--RN---RTRVWLGTFDTaEDAAFAYDTAAYRLRG 302
                     59*******.*******6555..45...8*************************98 PP

>> XP_010251056.1  PREDICTED: ethylene-responsive transcription factor ESR2-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   48.6   2.4   5.6e-15   1.5e-12       2      53 ..      46      95 ..      45      96 .. 0.93

  Alignments for each domain:
  == domain 1  score: 48.6 bits;  conditional E-value: 5.6e-15
             AP2  2 kirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    ++rGVr+++ wgr++Ae ++ +    k r +lg+++t eeAa a++ a+++++g
  XP_010251056.1 46 RYRGVRRRP-WGRYAAEIRDpQS---KERRWLGTFDTaEEAACAYDCAARAMRG 95
                    79*******.*******988665...89************************98 PP

>> XP_010243538.1  PREDICTED: ethylene-responsive transcription factor ERF086 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   48.8   0.3   5.2e-15   1.4e-12       4      53 ..      51      98 ..      48      99 .. 0.90

  Alignments for each domain:
  == domain 1  score: 48.8 bits;  conditional E-value: 5.2e-15
             AP2  4 rGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53
                     GVr+++ wgr++Ae ++ +   +k r +lg+++t +eAa+a+++a+l++ g
  XP_010243538.1 51 LGVRRRP-WGRYAAEIRDpT---TKERHWLGTFDTaHEAALAYDRAALSMKG 98
                    5******.*******77754...38************************987 PP

>> XP_010249428.1  PREDICTED: ethylene-responsive transcription factor ESR1-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   48.7   2.4   5.6e-15   1.5e-12       2      53 ..      48      97 ..      47      98 .. 0.93

  Alignments for each domain:
  == domain 1  score: 48.7 bits;  conditional E-value: 5.6e-15
             AP2  2 kirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    ++rGVr+++ wgr++Ae ++ +    k r +lg+++t eeAa a++ a+++++g
  XP_010249428.1 48 RYRGVRRRP-WGRYAAEIRDpQS---KERRWLGTFDTaEEAACAYDCAARAMRG 97
                    79*******.*******988665...89************************98 PP

>> XP_010271250.1  PREDICTED: ethylene-responsive transcription factor RAP2-3-like, partial [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   49.3   4.0   3.5e-15   9.4e-13       3      53 ..      65     113 ..      63     114 .. 0.91

  Alignments for each domain:
  == domain 1  score: 49.3 bits;  conditional E-value: 3.5e-15
             AP2   3 irGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +rG+r+++ wg+W+Ae ++ +   k  r++lg+y+t eeAa+a+  a+++++g
  XP_010271250.1  65 YRGIRQRA-WGKWAAEIRDpR---KGVRVWLGTYNTaEEAAMAYVVAAKRIRG 113
                     9*******.*******87642...57************************997 PP

>> XP_010259467.1  PREDICTED: ethylene-responsive transcription factor RAP2-12-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   49.2   3.1   3.7e-15   9.8e-13       3      53 ..      74     122 ..      72     123 .. 0.90

  Alignments for each domain:
  == domain 1  score: 49.2 bits;  conditional E-value: 3.7e-15
             AP2   3 irGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +rG+r+++ wg+W+Ae ++ +   k  r++lg+++t eeAara+++ ++k++g
  XP_010259467.1  74 YRGIRQRP-WGKWAAEIRDpR---KGVRVWLGTFNTaEEAARAYDREARKIRG 122
                     9*******.*******87642...57********************9999997 PP

>> XP_010265156.1  PREDICTED: ethylene-responsive transcription factor ERF118 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   49.2   3.7   3.8e-15     1e-12       1      49 [.     120     166 ..     120     169 .. 0.92

  Alignments for each domain:
  == domain 1  score: 49.2 bits;  conditional E-value: 3.8e-15
             AP2   1 pkirGVrydkkwgrWvAewse..ngkrkkkrfslgkygt.eeAaraAiearl 49 
                     +k+rGVr+++ wg+W+Ae ++  +g     r++lg+y+t eeAa+a+++a +
  XP_010265156.1 120 SKYRGVRQRR-WGKWAAEIRDpiRG----VRVWLGTYDTaEEAAEAYEAASK 166
                     69********.*******9887777....*******************9976 PP

>> XP_010265157.1  PREDICTED: ethylene-responsive transcription factor ERF118 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   49.2   3.7   3.8e-15     1e-12       1      49 [.     120     166 ..     120     169 .. 0.92

  Alignments for each domain:
  == domain 1  score: 49.2 bits;  conditional E-value: 3.8e-15
             AP2   1 pkirGVrydkkwgrWvAewse..ngkrkkkrfslgkygt.eeAaraAiearl 49 
                     +k+rGVr+++ wg+W+Ae ++  +g     r++lg+y+t eeAa+a+++a +
  XP_010265157.1 120 SKYRGVRQRR-WGKWAAEIRDpiRG----VRVWLGTYDTaEEAAEAYEAASK 166
                     69********.*******9887777....*******************9976 PP

>> XP_010269613.1  PREDICTED: ethylene-responsive transcription factor RAP2-2-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   49.1   3.2   4.2e-15   1.1e-12       3      53 ..      77     125 ..      75     126 .. 0.90

  Alignments for each domain:
  == domain 1  score: 49.1 bits;  conditional E-value: 4.2e-15
             AP2   3 irGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +rG+r+++ wg+W+Ae ++ +   k  r++lg+++t eeAara+++ ++k++g
  XP_010269613.1  77 YRGIRQRP-WGKWAAEIRDpR---KGVRVWLGTFNTaEEAARAYDREARKIRG 125
                     9*******.*******87642...57********************9999997 PP

>> XP_010245546.1  PREDICTED: ethylene-responsive transcription factor ERF003-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   47.8   0.3     1e-14   2.7e-12       2      53 ..       7      56 ..       6      57 .. 0.88

  Alignments for each domain:
  == domain 1  score: 47.8 bits;  conditional E-value: 1e-14
             AP2  2 kirGVrydkkwgrWvAewse..ngkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    ++rGVr++  wg+Wv+e +        k+r++lg++ t e+Aara++ea++ ++g
  XP_010245546.1  7 RYRGVRQRH-WGSWVSEIRHplL----KTRIWLGTFETaEDAARAYDEAARLMCG 56
                    79*******.*******743321....4**********************99987 PP

>> XP_010265679.1  PREDICTED: ethylene-responsive transcription factor ERF003-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   47.9   0.3   9.8e-15   2.6e-12       2      53 ..       7      56 ..       6      57 .. 0.88

  Alignments for each domain:
  == domain 1  score: 47.9 bits;  conditional E-value: 9.8e-15
             AP2  2 kirGVrydkkwgrWvAewse..ngkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    ++rGVr++  wg+Wv+e +        k+r++lg++ t e+Aara++ea++ ++g
  XP_010265679.1  7 RYRGVRQRH-WGSWVSEIRHplL----KTRIWLGTFETaEDAARAYDEAARLMCG 56
                    79*******.*******743321....4**********************99987 PP

>> XP_010250110.1  PREDICTED: ethylene-responsive transcription factor WIN1-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   47.7   1.1   1.1e-14     3e-12       2      48 ..       6      50 ..       5      56 .. 0.86

  Alignments for each domain:
  == domain 1  score: 47.7 bits;  conditional E-value: 1.1e-14
             AP2  2 kirGVrydkkwgrWvAewse..ngkrkkkrfslgkygt.eeAaraAiear 48
                    k+rGVr++  wg+Wv+e +        k+r++lg++ t eeAara++ea+
  XP_010250110.1  6 KFRGVRQRH-WGSWVSEIRHplL----KRRVWLGTFETaEEAARAYDEAA 50
                    89*******.*******743321....5*********************8 PP

>> XP_010274320.1  PREDICTED: ethylene-responsive transcription factor ERF014 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   47.9   0.5   9.3e-15   2.5e-12       2      53 ..      26      75 ..      25      76 .. 0.92

  Alignments for each domain:
  == domain 1  score: 47.9 bits;  conditional E-value: 9.3e-15
             AP2  2 kirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    k++GVr +  wg+Wv+e +  n+   k+r++lg y t e Aara+++a l+l g
  XP_010274320.1 26 KYKGVRMRS-WGSWVSEIRApNQ---KTRIWLGSYSTpEAAARAYDAALLCLKG 75
                    8********.*******877676...9***********************9988 PP

>> XP_010272800.1  PREDICTED: ethylene-responsive transcription factor ERF014-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   47.5   0.6   1.3e-14   3.4e-12       2      53 ..      27      76 ..      26      77 .. 0.93

  Alignments for each domain:
  == domain 1  score: 47.5 bits;  conditional E-value: 1.3e-14
             AP2  2 kirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    k++GVr +  wg+Wv+e +  n+   k+r++lg y t e Aara+++a l+l g
  XP_010272800.1 27 KYKGVRMRS-WGSWVSEIRApNQ---KTRIWLGSYSTpEAAARAYDAALLCLKG 76
                    8********.*******877676...9***********************9988 PP

>> XP_010254403.1  PREDICTED: ethylene-responsive transcription factor WIN1-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   47.8   1.1     1e-14   2.7e-12       2      48 ..       6      50 ..       5      56 .. 0.86

  Alignments for each domain:
  == domain 1  score: 47.8 bits;  conditional E-value: 1e-14
             AP2  2 kirGVrydkkwgrWvAewse..ngkrkkkrfslgkygt.eeAaraAiear 48
                    k+rGVr++  wg+Wv+e +        k+r++lg++ t eeAara++ea+
  XP_010254403.1  6 KFRGVRQRH-WGSWVSEIRHplL----KRRVWLGTFETaEEAARAYDEAA 50
                    89*******.*******743321....5*********************8 PP

>> XP_010261706.1  PREDICTED: ethylene-responsive transcription factor RAP2-12 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   46.9   3.9     2e-14   5.3e-12       2      53 ..     109     158 ..     108     159 .. 0.89

  Alignments for each domain:
  == domain 1  score: 46.9 bits;  conditional E-value: 2e-14
             AP2   2 kirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rG+r+++ wg+W+Ae ++ +   k  r++lg+++t eeAara+++ +++++g
  XP_010261706.1 109 QYRGIRQRP-WGKWAAEIRDpR---KGVRVWLGTFNTaEEAARAYDAEARRIRG 158
                     69*******.*******87642...57*******************99998887 PP

>> XP_010261707.1  PREDICTED: ethylene-responsive transcription factor RAP2-12 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   46.9   3.9     2e-14   5.3e-12       2      53 ..     109     158 ..     108     159 .. 0.89

  Alignments for each domain:
  == domain 1  score: 46.9 bits;  conditional E-value: 2e-14
             AP2   2 kirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rG+r+++ wg+W+Ae ++ +   k  r++lg+++t eeAara+++ +++++g
  XP_010261707.1 109 QYRGIRQRP-WGKWAAEIRDpR---KGVRVWLGTFNTaEEAARAYDAEARRIRG 158
                     69*******.*******87642...57*******************99998887 PP

>> XP_010273830.1  PREDICTED: ethylene-responsive transcription factor RAP2-12-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   46.9   3.9     2e-14   5.2e-12       2      53 ..     108     157 ..     107     158 .. 0.89

  Alignments for each domain:
  == domain 1  score: 46.9 bits;  conditional E-value: 2e-14
             AP2   2 kirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rG+r+++ wg+W+Ae ++ +   k  r++lg+++t eeAara+++ +++++g
  XP_010273830.1 108 QYRGIRQRP-WGKWAAEIRDpR---KGVRVWLGTFNTaEEAARAYDAEARRIRG 157
                     69*******.*******87642...57*******************99998887 PP

>> XP_010263467.1  PREDICTED: ethylene-responsive transcription factor ERF008-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   46.8   1.9   2.1e-14   5.6e-12       3      53 ..      29      77 ..      27      78 .. 0.94

  Alignments for each domain:
  == domain 1  score: 46.8 bits;  conditional E-value: 2.1e-14
             AP2  3 irGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    +rG+r +k wg+WvAe +e n+   ++r++lg y t   Aara++ a ++l+g
